,id,name,license_id,address_number,address_street_name,ssn,person_id,transcript
1228,26718,Carole Brailsford,161851,3172,Rasmussen Dr,467063075,26718,"‘Well, it’s got no business there, at any rate: go and take it away!’
"
1229,39895,Williams Shoulder,957070,1,Wydown Ave,547619948,39895,"birds with draggled feathers, the animals with their fur clinging close
"
1230,15652,Mariah Hatlee,379396,1970,Wirralee Way,246503550,15652,"
"
1231,55271,Shela Holzhauer,237423,2357,Bradview Dr,796829341,55271,"people began running about in all directions, tumbling up against each
"
1232,26334,Shameka Mundt,206884,3202,Tigris Rd,946983189,26334,"
"
1233,78264,Heath Hosack,559759,3266,Longlane Blvd,430388506,78264,"
"
1234,73410,Sammie Kaiwi,175527,3190,Parkhills St,511130690,73410,"yourself.’
"
1235,35575,Stewart Reitman,953635,2433,Echunga Blvd,350827948,35575,"bottle that stood near the looking-glass. There was no label this time
"
1236,14297,Roslyn Ayer,368291,1436,Springman Circle,359457709,14297,"  *    *    *    *    *    *    *
"
1237,28386,Gustavo Yeilding,838334,3697,Huckins St,683045524,28386,"
"
1238,16647,Bertram Jorres,497980,3509,Western Elms Ave,447030049,16647,"and not to her, so she took courage, and went on again:--
"
1239,97027,Berry Keeling,270260,901,Old Colony Way,425909411,97027,"
"
1240,87542,Denae Ryden,917387,1372,House Rock St,897125413,87542,"except a little shaking among the distant green leaves.
"
1241,45444,Doyle Rufer,951664,858,Shepley Way,120074206,45444,"mouth; but she did it at last, and managed to swallow a morsel of the
"
1242,70558,Charmaine Chirdon,858082,41,Ferndown Way,116719255,70558,"
"
1243,47815,Gregoria Borgstede,199455,2560,Goldlay Circle,556876471,47815,"along the course, here and there. There was no ‘One, two, three, and
"
1244,75648,Athena Woolf,824696,2002,Scout Ridge Dr,507871954,75648,"‘You are,’ said the King.
"
1245,41177,Kurtis Fouraker,170156,2744,Fairway Glen Ave,486315606,41177,"
"
1246,64450,Mika Puma,725667,2078,Mossland Blvd,587272536,64450,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
1247,98261,Myrle Klemp,361337,3893,Yaldara Way,212514896,98261,"‘YOU’D better not talk!’ said Five. ‘I heard the Queen say only
"
1248,80837,Annika Haslip,762683,3640,Snively Ave,666721487,80837,"again.
"
1249,22988,Lilia Halas,896913,3176,Arkell St,180894964,22988,"vanishing so suddenly: you make one quite giddy.’
"
1250,45059,Colton Hippert,815651,1916,Sero Estates Dr,364621850,45059,"‘for I can’t understand it myself to begin with; and being so many
"
1251,49604,Lyndia Ledue,745169,166,Manger Rd,224847104,49604,"the door, she ran out of the house, and found quite a crowd of little
"
1252,92248,Delfina Birdette,213251,3353,Rye Mill Ave,662037625,92248,"Very soon the Rabbit noticed Alice, as she went hunting about, and
"
1253,23868,Galina Haglund,510445,2576,Castle Lodge St,475046438,23868,"
"
1254,32555,Oren Burkdoll,814419,1616,Barse Rd,118738287,32555,"It was so long since she had been anything near the right size, that it
"
1255,97231,Earnest Bhan,990554,2500,Ortalon St,130253181,97231,"
"
1256,70179,Norbert Curatolo,555444,1211,Itaska Dr,399703791,70179,"they walked off together.
"
1257,17676,Bertie Berardi,444018,1986,Wilhemina Circle,706199689,17676,"
"
1258,77463,Shawnee Hains,944828,925,Red Cypress Circle,843052148,77463,"saying anything more till the Pigeon had finished.
"
1259,33443,Takisha Deavila,639462,2071,Liscombe Way,727280165,33443,"to take out of it, and burning with curiosity, she ran across the field
"
1260,59099,Deandra Cowans,196973,1350,Rippon Blvd,363401329,59099,"This sounded promising, certainly: Alice turned and came back again.
"
1261,79172,Elmira Sokotowski,549508,3384,Putney Heath St,336800203,79172,"
"
1262,70413,Katheleen Gares,163614,3059,Dillon Blvd,840480024,70413,"There seemed to be no use in waiting by the little door, so she went
"
1263,84277,Shaun Kitthikoune,109317,3009,Hastings Mill Rd,463350058,84277,"
"
1264,83635,Antonia Matthews,722871,625,Berthon Blvd,800366860,83635,"officers: but the Hatter was out of sight before the officer could get
"
1265,91209,Emmitt Gorbet,110484,884,Higher Lime Way,958534979,91209,"dare say there may be ONE.’
"
1266,97971,Rolland Seacord,307637,2425,Holmer St,838932850,97971,"on. Her listeners were perfectly quiet till she got to the part about
"
1267,20592,Samuel Branning,608688,1007,Deer Haven Way,299852495,20592,"thimble’; and, when it had finished this short speech, they all cheered.
"
1268,15161,Dedra Kellough,107129,3307,Dwelley Way,621473730,15161,"
"
1269,46919,Wm Mcghinnis,274462,3211,Duttonwood St,399825208,46919,"So you see, Miss, we’re doing our best, afore she comes, to--’ At this
"
1270,71608,Rodrick Silvey,324291,3743,E Valencia St,114177938,71608,"Alice was beginning to get very tired of sitting by her sister on the
"
1271,84814,Latoria Lambert,125749,2788,Back Ena Ave,160235544,84814,"Dinah, and saying to her very earnestly, ‘Now, Dinah, tell me the truth:
"
1272,24551,Trinidad Lese,696538,1601,Biggerstaff Circle,431334258,24551,"So she called softly after it, ‘Mouse dear! Do come back again, and we
"
1273,77052,Jake Turbeville,207790,1944,Roundmead Blvd,998871894,77052,"the Queen, who was passing at the moment, ‘My dear! I wish you would
"
1274,17509,Leigh Mannheim,631149,258,Ross Park Rd,270284990,17509,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
1275,23064,Josef Provenza,836953,710,Legato St,180844502,23064,"only too glad to do so.
"
1276,53414,Elvis Mulvehill,652690,1205,Antigone Dr,166856621,53414,"key and hurried off to the garden door.
"
1277,59389,Muriel Rico,929826,3336,Sandraya Heights Ave,883844950,59389,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
1278,89749,Carlena Degado,355426,3744,Micklejohn Circle,567509061,89749,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the lobsters
"
1279,36298,Russell Woehl,472114,470,E Bend Way,155062630,36298,"
"
1280,98003,Cordie Bruk,558645,1343,Stilwell Circle,275587279,98003,"evidently meant for her.
"
1281,66441,Marion Winterfeld,321762,1227,Grazebrook Way,204526571,66441,"the Duchess and the baby--the fire-irons came first; then followed a
"
1282,68286,Ursula Payen,413216,2706,Tallyho Circle,328575441,68286,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
1283,34773,Viki Treworgy,844518,3763,Wallum Lake Ave,161336806,34773,"
"
1284,93409,Billie Sunford,785428,519,Tapley St,455378701,93409,"made out that she was in the pool of tears which she had wept when she
"
1285,85813,Emelia Dunman,436018,2248,Mulvoy Dr,797714142,85813,"    Exactly as we were.
"
1286,26656,Kaylee Tarabokija,843722,1888,Bingen Blvd,631622993,26656,"
"
1287,72700,Joetta Hagopian,304117,3618,Monona Rd,281518970,72700,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
1288,45958,Josefine Mousa,747249,2032,Manor Park Circle,439185497,45958,"
"
1289,82700,Arnita Mosho,231345,2101,Bardo Blvd,592844032,82700,"‘Then you may SIT down,’ the King replied.
"
1290,41968,Heath Pozos,197817,2009,Grant Lorenz Ave,730481972,41968,"‘You shan’t be beheaded!’ said Alice, and she put them into a large
"
1291,76914,Myles Gualdoni,242787,2708,Mossley Dr,107729488,76914,"The long grass rustled at her feet as the White Rabbit hurried by--the
"
1292,96609,Sindy Hedon,590793,1891,E Prince Rd,163751490,96609,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
1293,87912,Salome Broll,831494,2013,Gonzales Circle,994747450,87912,"kept fanning herself all the time she went on talking: ‘Dear, dear! How
"
1294,77142,Lawrence Drones,731068,32,N Old Creek Way,864456288,77142,"be Mabel, for I know all sorts of things, and she, oh! she knows such a
"
1295,57851,Lora Chamness,428139,2991,Loth Ave,761942103,57851,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
1296,21359,Quyen Shockency,401650,821,Barberie St,643519762,21359,"candle is like after the candle is blown out, for she could not remember
"
1297,96834,Wesley Baremore,611287,2011,Gibbons Ranch Ave,110337379,96834,"
"
1298,81507,Salvatore Gumbert,424227,1766,St. Modwen Way,853985024,81507,"tone, ‘I’m afraid I’ve offended it again!’ For the Mouse was swimming
"
1299,76355,Leon Steinfeldt,453620,3444,Waldeberg Ave,655513165,76355,"(IF you don’t know what a Gryphon is, look at the picture.) ‘Up, lazy
"
1300,77106,Alexis Jaskolka,294069,3457,Pepper Mill Way,427832125,77106,"the Dodo suddenly called out ‘The race is over!’ and they all crowded
"
1301,58107,Kim Purl,848339,945,Kenwar Rd,688698244,58107,"feebly stretching out one paw, trying to touch her. ‘Poor little thing!’
"
1302,62548,Tonie Soifer,247209,538,Namekagon Rd,607635154,62548,"
"
1303,94931,Sunni Wallenstein,376410,1850,Meandering Way,440694232,94931,"the Lizard in head downwards, and the poor little thing was waving its
"
1304,49568,Ramiro Matthias,391978,2032,Hornchurch  Grosvenor Way,426605980,49568,"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘Would
"
1305,89531,Lacy Degan,242649,409,Wivelrod Way,792374271,89531,"‘But I don’t want to go among mad people,’ Alice remarked.
"
1306,31003,Andra Oshell,967179,2197,Deanmar Rd,915850380,31003,"
"
1307,21761,Sharolyn Tetzlaff,106921,720,Campora Dr,777137737,21761,"
"
1308,76853,Xiao Destro,921546,2936,Honeyhill Way,496049085,76853,"be NO mistake about it: it was neither more nor less than a pig, and she
"
1309,25077,Philip Schilmoeller,740475,1212,Elk Mar Way,266348921,25077,"beheaded, and that you weren’t to talk nonsense.
"
1310,98629,Maurice Lausier,137690,3736,Kedvale Ave,549937582,98629,"a hurry that she tipped over the jury-box with the edge of her skirt,
"
1311,20965,Randell Sanpedro,761167,3921,Dobcross New St,499150312,20965,"
"
1312,18016,Eusebio Wanek,723745,978,E Wildwood St,136771931,18016,"arranged; the only difficulty was, that she had not the smallest idea
"
1313,10777,Emiko Spuhler,142084,1636,Korndyk Ave,288574603,10777,"wrote down all three dates on their slates, and then added them up, and
"
1314,81400,Toshiko Garia,540371,80,Montbatten Way,875890925,81400,"a deal too flustered to tell you--all I know is, something comes at me
"
1315,96996,Armando Muzzarelli,824742,337,Crump Circle,318861246,96996,"the best thing to get us dry would be a Caucus-race.’
"
1316,25710,Fransisca Brenda,509142,256,Roesner Blvd,823053012,25710,"change the subject.
"
1317,37917,Willard Rashdi,400798,3515,Spy Pond Circle,405963593,37917,"‘You mean you can’t take LESS,’ said the Hatter: ‘it’s very easy to take
"
1318,64763,Audrey Magee,598033,2517,North Bella Monte Dr,504592437,64763,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
1319,78862,Trudie Letchaw,846970,3645,East Rancho Arroyo Ave,591477064,78862,"much larger than a rat-hole: she knelt down and looked along the passage
"
1320,34351,Jasper Sauger,991058,1056,Kerrs Circle,562114477,34351,"Alice opened the door and found that it led into a small passage, not
"
1321,64766,Norene Edu,537162,696,Leicester Rd,735982556,64766,"As they walked off together, Alice heard the King say in a low voice,
"
1322,60353,Celena Nachman,587605,805,Lurnea Ave,834599108,60353,"    You gave us three or more;
"
1323,21474,Kyong Kaluzny,690712,2385,Wembley Ave,716044851,21474,"
"
1324,44677,Lavern Vining,363552,2364,Jf Mahoney Blvd,678861715,44677,"to Alice an excellent opportunity for croqueting one of them with the
"
1325,66908,Luanne Bhan,982103,2373,Mile Hill Rd,768108391,66908,"
"
1326,57822,Christopher Jaycox,582062,1463,Rancho Caballo Way,445236158,57822,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
1327,26264,Audrea Ellanson,225456,3140,W Fortlee Dr,175491025,26264,"for the next moment a shower of little pebbles came rattling in at the
"
1328,38455,Sharmaine Face,794895,2141,Middleton Way Ave,820981745,38455,"There was a dead silence instantly, and Alice thought to herself, ‘I
"
1329,73690,Sydney Noggle,284299,3658,Flers Dr,148499097,73690,"hand and a piece of bread-and-butter in the other. ‘I beg pardon, your
"
1330,96977,Rozanne Pottenger,764308,317,Broxton Circle,561174756,96977,"suppose I ought to eat or drink something or other; but the great
"
1331,64638,Kirk Lamkins,273549,1919,Academia Rd,329837402,64638,"
"
1332,68805,Raul Mire,793567,3337,Chieftain Dr,952237481,68805,"rather shyly, ‘I--I hardly know, sir, just at present--at least I know
"
1333,25330,Boris Miessner,743465,6,Lycoming Blvd,737012687,25330,"
"
1334,54717,Mariam Truan,491826,956,Cooks River Ave,319766057,54717,"
"
1335,35947,Raina Crosslin,588863,2735,Billie Smith Memorial Way,409383550,35947,"The rabbit-hole went straight on like a tunnel for some way, and then
"
1336,87475,Gerry Surra,217218,2717,Jones Hill Ave,852630692,87475,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
1337,99746,Tarra Charron,705781,2712,Kaslo Blvd,897546488,99746,"
"
1338,83118,Amada Stothard,688930,1742,Pomona St,310341582,83118,"a procession,’ thought she, ‘if people had all to lie down upon their
"
1339,46293,Colby Kienle,368750,2428,Cambrianna Circle,726655893,46293,"Distraction, Uglification, and Derision.’
"
1340,15722,Shawn Clucas,795238,2254,Wilbanks Rd,286389774,15722,"on. Her listeners were perfectly quiet till she got to the part about
"
1341,76308,Courtney Cookis,855470,1880,South Cherrywood Dr,231199495,76308,"
"
1342,94922,Tyrell Ventura,340154,740,Aptos School Way,500209458,94922,"
"
1343,74939,Jerrica Crislip,834729,125,Mormon Island Circle,486692906,74939,"
"
1344,71839,Luis Roethel,270913,3197,Allmen Way,121285133,71839,"‘Why, SHE,’ said the Gryphon. ‘It’s all her fancy, that: they never
"
1345,95535,Azucena Spallina,110759,46,Dd Rd,195007722,95535,"Alice didn’t think that proved it at all; however, she went on ‘And how
"
1346,79346,Cleveland Picardo,731594,64,Firthcliffe Circle,972967964,79346,"
"
1347,61885,Rory Lacz,831061,339,Wood Acres Way,163935541,61885,"     How I wonder what you’re at!”
"
1348,29343,Jack Crumrine,922646,643,Red Pheasant Circle,700878560,29343,"tone. ‘The Queen will hear you! You see, she came rather late, and the
"
1349,58048,Dwayne Lehmberg,814702,3816,Rosslee Circle,758761152,58048,"‘You are,’ said the King.
"
1350,91509,Darron Tzeremes,704892,2041,Upper Cliff Blvd,762272301,91509,"‘I dare say you’re wondering why I don’t put my arm round your waist,’
"
1351,97887,Marc Stalling,297176,1168,Satuit Meadow Dr,424895335,97887,"back to the table, half hoping she might find another key on it, or at
"
1352,15740,Kylee Bronson,499686,3737,Weiland St,154550289,15740,"was beating her violently with its wings.
"
1353,17989,Diane Helgerson,553651,3444,Buzzell Ave,573682109,17989,"gardeners instantly jumped up, and began bowing to the King, the Queen,
"
1354,39436,Mickie Fallago,138108,2235,George Green Blvd,122706881,39436,"saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen
"
1355,52563,Frederic Housman,464948,2342,Sunny Gardens St,226339953,52563,"to say, she simply bowed, and took the thimble, looking as solemn as she
"
1356,26998,Harlan Vondracek,636197,1977,Cohort Ave,960192757,26998,"but I don’t remember where.’
"
1357,65458,Kenda Wasem,737997,2128,Valery Way,915479523,65458,"
"
1358,15963,Vanessa Blackstock,863767,897,Tower Manor Rd,585557213,15963,"of THAT is--“Take care of the sense, and the sounds will take care of
"
1359,77728,Winifred Warrick,847281,3032,Back Pleasant Dr,127354990,77728,"‘Let’s go on with the game,’ the Queen said to Alice; and Alice was
"
1360,71220,Larue Klier,635250,930,Babbit Circle,154344536,71220,"
"
1361,56039,Eusebio Stearman,818580,3437,Muddy Branch Circle,465897609,56039,"appear, and after a minute or two she walked on in the direction in
"
1362,32021,Mario Hasstedt,808895,2222,Crane Ranch Way,797158567,32021,"‘Why,’ said the Dodo, ‘the best way to explain it is to do it.’ (And, as
"
1363,34898,Edmundo Zagacki,469204,815,Beauvoir Circle,885844033,34898,"sudden change, but very glad to find herself still in existence; ‘and
"
1364,96897,Chance Worley,557919,3892,Cockrill Ave,686187452,96897,"see whether it’s marked “poison” or not’; for she had read several nice
"
1365,21579,Mitchell Diez,552148,3796,Back Gate Dr,605705322,21579,"Presently she began again. ‘I wonder if I shall fall right THROUGH the
"
1366,84008,Karmen Melve,490923,3484,Keynote St,783493018,84008,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
1367,88238,Faustino Sendra,825743,1337,Oerter Circle,857954428,88238,"
"
1368,18562,Celinda Revard,868046,719,W Village Blvd,277386997,18562,"
"
1369,18568,Merrill Belloso,797689,2868,Powdrill Ave,566494871,18568,"it: for she thought, and rightly too, that very few little girls of her
"
1370,53915,Israel Cacioppo,652272,3254,Summerrain Way,502379434,53915,"tea-things are put out here?’ she asked.
"
1371,75994,Christiane Cappelletti,790001,2100,W Champion Way,878274394,75994,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
1372,31887,Beaulah Saluja,727875,3499,Clothworkers Way,960051553,31887,"‘Collar that Dormouse,’ the Queen shrieked out. ‘Behead that Dormouse!
"
1373,82253,Oda Campell,554017,947,Tinners Hill Rd,187794965,82253,"‘Thinking again?’ the Duchess asked, with another dig of her sharp
"
1374,70448,Jody Weaklend,235543,301,Kelsey Way,157763740,70448,"‘If you didn’t sign it,’ said the King, ‘that only makes the matter
"
1375,63508,Wes Wigboldy,189545,2933,Rollins Ford Ave,607976021,63508,"‘It’s all about as curious as it can be,’ said the Gryphon.
"
1376,86294,Albertina Olives,145301,2057,Wauluds Bank Blvd,215403824,86294,"    ‘I feared it might injure the brain;
"
1377,54966,Lesa Moldenhauer,327301,3036,S Blanchard Blvd,635773397,54966,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
1378,26485,Elisha Bellantuono,238666,2022,Thorncrest Ave,547721653,26485,"to herself, ‘it would have made a dreadfully ugly child: but it makes
"
1379,77247,Sid Kokocinski,366168,3203,Cockatoo Blvd,669713610,77247," ‘“Will you walk a little faster?” said a whiting to a snail.
"
1380,83025,Ozie Magro,909193,1758,Nutter Ave,192902720,83025,"last in the beautiful garden, among the bright flower-beds and the cool
"
1381,40804,Margarett Folker,316421,2390,Midline Circle,552645995,40804,"looked like the right thing to eat or drink under the circumstances.
"
1382,35576,Violette Wittner,581983,2328,Prindiville St,330880887,35576,"anxiously over his shoulder as he spoke, and then raised himself upon
"
1383,49126,Ola Bendel,498666,3393,S Iron Ave,377207448,49126,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
1384,26566,Raymundo Pappy,450331,3698,Mangrove Circle,871469426,26566,"‘Why, SHE, of course,’ said the Dodo, pointing to Alice with one finger;
"
1385,41851,Cher Majocka,489286,3285,Sterling Lake Rd,771106808,41851,"‘What for?’ said the one who had spoken first.
"
1386,36172,Reid Deneal,655291,1289,Round Tree Ave,157411221,36172,"       HEARTHRUG,
"
1387,82453,Lavern Tuite,566458,70,Tauxemont Ave,646971927,82453,"           death.”’
"
1388,60383,Trang Galer,875179,353,Long Branch Way,422237925,60383,"was sneezing on the Duchess’s knee, while plates and dishes crashed
"
1389,54211,Kathe Fauerbach,183024,1256,Southwest Bruce St,209023375,54211,"a-piece all round.
"
1390,86298,Elwood Premeaux,802782,220,Hayleigh Circle,860730799,86298,"just succeeded in curving it down into a graceful zigzag, and was going
"
1391,70618,Marcus Lathan,508881,2661,Hein Blvd,386143936,70618,"cheated herself in a game of croquet she was playing against herself,
"
1392,61897,Orlando Tehrani,933826,167,Montammy St,281617695,61897,"Suddenly she came upon a little three-legged table, all made of solid
"
1393,40588,Kylee Guadalajara,424188,3046,Glenworth Rd,204585823,40588,"
"
1394,30585,Thomasena Patricia,473505,3524,Jonamac St,496904438,30585,"These were the verses the White Rabbit read:--
"
1395,37427,Juanita Terpstra,624583,3470,North Arbour Dr,436304219,37427,"It did so indeed, and much sooner than she had expected: before she had
"
1396,18324,Gabriele Fengler,995922,2381,East Carriage Dr,325252005,18324,"
"
1397,72835,Raymon Hulet,293359,2771,Spring Summit Way,105007923,72835,"
"
1398,15710,Harland Martiny,798984,3542,West Country Club St,938400777,15710,"
"
1399,70482,Ashli Deblasio,919656,3218,Back Nunington Circle,869625873,70482,"‘I thought it would,’ said the Cat, and vanished again.
"
1400,78893,Burl Tilghman,578584,187,Warenne St,220128892,78893,"frightened Mouse splashed his way through the neighbouring pool--she
"
1401,27093,Sharell Frabizzio,346219,190,Lakecliff Way,963841901,27093,"
"
1402,78023,Graig Lippard,988258,1931,Antares Dr,687666761,78023,"‘You’ll see me there,’ said the Cat, and vanished.
"
1403,80252,Marth Mcdade,772124,2170,Charleston Rd,487960866,80252,"of the house!’ (Which was very likely true.)
"
1404,85885,Kareen Lamoreux,406371,1567,Barola Dr,110643850,85885,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
1405,55468,Maritza Bousley,189847,3590,Big Circle Circle,109437040,55468,"
"
1406,79781,Orval Kynard,669704,2264,Bella Lago Ave,869494195,79781,"neck would bend about easily in any direction, like a serpent. She had
"
1407,40933,Ramon Dagres,187338,821,Boncosky Rd,426551097,40933,"Wonderland, though she knew she had but to open them again, and all
"
1408,86557,Kory Burgy,304731,2744,E Wisconsin Dr,143258134,86557,"
"
1409,97786,Renna Doncaster,983469,1309,Lumar Blvd,755939406,97786,"Just then she heard something splashing about in the pool a little way
"
1410,56564,Karina Lemmings,276078,1582,Back Way,311642148,56564,"‘How do you like the Queen?’ said the Cat in a low voice.
"
1411,59139,Mohamed Waskow,489675,1100,Altamara St,472413455,59139,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’
"
1412,79469,Stacy Dawkin,328852,1140,Grayfriars Rd,653805449,79469,"
"
1413,82222,May Mizzell,801866,2543,Winscar Blvd,397676352,82222,"‘I’ve heard something like it,’ said Alice.
"
1414,21772,Darrel Ramagos,554631,2016,Xerxes Ave,602248339,21772,"
"
1415,68085,Huey Aird,741042,999,Reach Blvd,969129784,68085,"The Hatter shook his head mournfully. ‘Not I!’ he replied. ‘We
"
1416,99122,Antoine Yannone,335527,1880,Waterditch Way,200117509,99122,"‘Come, it’s pleased so far,’ thought Alice, and she went on. ‘Would you
"
1417,85410,Teri Defosse,853712,2987,Pautz Blvd,362831134,85410,"     Beau--ootiful Soo--oop!
"
1418,56424,Mistie Mariscal,247300,2294,Bethesda Dr,919540641,56424,"
"
1419,61039,Anderson Kennett,221683,1451,Kimberley Rd,660773284,61039,"when I learn music.’
"
1420,92900,Rashad Corprew,331067,3809,Little Collins St,558834843,92900,"The Mouse only growled in reply.
"
1421,24543,Dwight Mcvinney,386030,2562,Old Albany Post Rd,771085074,24543,"
"
1422,56788,Kurt Poyer,301806,1935,N Hansen Circle,243533926,56788,"
"
1423,89188,Antone Faiola,146980,898,Geebung Blvd,702191440,89188,"‘important--unimportant--unimportant--important--’ as if he were trying
"
1424,65822,Dirk Hamway,691214,2086,Gateway Center Circle,462897842,65822,"
"
1425,68447,Denis Cuzzort,901124,1145,Danforth Way,737082134,68447,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
1426,28903,Betsy Threats,176946,2609,Kensington Circle,562555815,28903,"         cunning
"
1427,14354,Lloyd Kraham,229811,3791,Whisper Hill Way,796856597,14354,"‘Do you mean that you think you can find out the answer to it?’ said the
"
1428,60364,Cleo Huls,528248,1382,Dalamar Ave,430677911,60364,"sea, some children digging in the sand with wooden spades, then a row
"
1429,66713,Grant Flatley,490351,1306,Chardmore St,525005149,66713,"‘Now, I give you fair warning,’ shouted the Queen, stamping on the
"
1430,45229,Frances Cherpak,136059,3494,Linden Wood Rd,994066307,45229,"‘That’s different from what I used to say when I was a child,’ said the
"
1431,95838,Keshia Ginanni,319670,1128,Astrida Circle,115150327,95838,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
1432,82671,Douglas Patzer,971801,3477,Dolerita St,252182259,82671,"Alice again, for this time the Mouse was bristling all over, and she
"
1433,51892,Diego Retta,214139,525,Kialba Ave,907594668,51892,"         cunning
"
1434,70171,Cary Goulart,231106,1859,Transue Rd,431494645,70171,"
"
1435,38023,Ying Ehler,879058,3314,Vanhorn Circle,315071428,38023,"
"
1436,39828,Clint Nicklow,473884,3799,Witches Way,220633353,39828,"
"
1437,30486,Roseanna Roher,140880,1080,Old Boston St,469221831,30486,"off, and had just begun to dream that she was walking hand in hand with
"
1438,98289,Jarred Aaby,785576,181,Wakeley Circle,580253243,98289,"‘Idiot!’ said the Queen, tossing her head impatiently; and, turning to
"
1439,47735,Tania Kubesh,553503,2645,Tugboat Blvd,459772757,47735,"
"
1440,65478,Libby Bucci,691847,2318,Blendia St,450942208,65478,"
"
1441,94066,Lorita Protzman,295045,1392,Old Ryan Dr,766724683,94066,"away. ‘You insult me by talking such nonsense!’
"
1442,28414,Otha Yorkey,420707,3122,Narada Circle,182522465,28414,"Duck: ‘it’s generally a frog or a worm. The question is, what did the
"
1443,19968,Van Falvo,404665,1381,Mellodew St,425310590,19968,"Alice, she went on, ‘What’s your name, child?’
"
1444,71604,Noella Lehar,913266,1573,Nicod Rd,169150981,71604,"could not stand, and she went round the court and got behind him, and
"
1445,46571,Mercedes Goforth,329546,1285,Garston Dr,206000875,46571,"Then they all crowded round her once more, while the Dodo solemnly
"
1446,81684,Horacio Bakken,961781,3604,Beston Dr,860397263,81684,"Alice again, for this time the Mouse was bristling all over, and she
"
1447,98789,Israel Goda,284814,190,Keelings Circle,748170672,98789,"              and
"
1448,11414,Quyen Guglielmo,763049,3325,Back Eddisbury Circle,113335405,11414,"
"
1449,85327,Fletcher Strutz,643586,3457,N Rhett Ave,768330758,85327,"dare say there may be ONE.’
"
1450,31384,Autumn Deliberato,810639,595,Garda Circle,303690138,31384,"Everybody looked at Alice.
"
1451,87419,Iluminada Anshutz,423101,305,Surrey Circle Blvd,511684804,87419,"‘I didn’t!’ the March Hare interrupted in a great hurry.
"
1452,81254,Inge Diven,823157,451,Bromley Cross Blvd,878086727,81254,"Which brought them back again to the beginning of the conversation.
"
1453,32248,Portia Stelmack,551827,3869,Laws Brook Dr,616682745,32248,"court,” and I never understood what it meant till now.’
"
1454,59335,Sang Vizard,737712,1678,Fredericks Rd,247755370,59335,"
"
1455,59623,Carlyn Critelli,338635,1013,West Fairview Ave,871746884,59623,"
"
1456,86612,Terrence Bloomberg,929553,3385,Deputy Way,972603533,86612,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
1457,62913,Vernia Marohnic,688023,2385,Crackenedge Blvd,490929824,62913,"Alice waited till the eyes appeared, and then nodded. ‘It’s no use
"
1458,81017,Hazel Iqbal,684970,1886,Beadel Ave,748584430,81017,"‘Leave off that!’ screamed the Queen. ‘You make me giddy.’ And then,
"
1459,54784,Shamika Wojnaroski,642280,2150,Vista Monte St,124934384,54784,"of killing somebody, so managed to put it into one of the cupboards as
"
1460,48063,Granville Spakes,502875,2412,Fieldston Blvd,903143071,48063,"King put on his spectacles and looked anxiously round, to make out who
"
1461,64633,Wen Torress,352220,3135,Bowstridge Blvd,346730021,64633,"that she looked down into its face in some alarm. This time there could
"
1462,54426,Johnathon Mazyck,715978,3122,Mortar Blvd,348234228,54426,"by another footman in livery, with a round face, and large eyes like a
"
1463,99208,Candis Baruffi,720380,1809,Back Sunnyside Dr,930587598,99208,"with hearts. Next came the guests, mostly Kings and Queens, and among
"
1464,18485,Malcom Bonny,561286,3903,Hitchins Way,225371314,18485,"
"
1465,51559,Florance Kuhnel,211324,2205,Valma Blvd,153068020,51559,"cupboards and book-shelves; here and there she saw maps and pictures
"
1466,84531,Edgar Mendieta,315790,3881,Franklin Ave,458847132,84531,"way?’, holding her hand on the top of her head to feel which way it was
"
1467,87106,Elden Waiki,471902,1469,One Spring Dr,970051085,87106,"and the whole party at once crowded round her, calling out in a confused
"
1468,19162,Shannon Dorvee,879875,2851,St Heliers Ave,275081336,19162,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
1469,74638,Christina Vohs,825049,3259,Component Ave,286003307,74638,"it out into the open air. ‘IF I don’t take this child away with me,’
"
1470,94904,Carma Garvie,417227,1479,W Whitehall Way,122109029,94904,"
"
